ulasan,label
balesan ya padhal hualaah susah deh ceritanyaa keren aplikasi,0
uulala,1
,1
coba deh bagus kasih bintang,2
lumaya,1
tolong kota lengkapin masak kota jember diskriminasi bikin aplikasi luas wawas kota jember,0
bagus,2
ekhem crott,1
sih nya curhat,0
bagus,2
pakai ruby biar nyaman,1
suka,2
login ngisi email gilir isi email daftar tuh klik daftar,0
lega,1
tolong,2
senang,2
mudah an bantu,2
butuh banget orang dengar curhatan moga bantu,2
bagus,2
curhat asa ringan n app bantu curhat privasi,2
aplikasi tau san langsung kasih bintang limit minggu hmmpt suntuk situ,0
aplikasi bantu banget unek,2
bagus alangkah batas limit minggu hilang,2
bismillah coba,2
orang suntuk bantu,2
daftar aplikasi henti sih,0
love riliv,1
aaku bintang eror mulu,0
pas banget,2
gue suka aplikasi,0
coba bagus ku kasih bintng,2
suka,2
sepi,1
psikolog lucu,1
bagus bingiits,2
tingkat,2
suka versi lawas pilih psikolog mahasiswa ajak cerita batas level ruby,0
kalo saran orang batas level,0
bantu,2
bantu,2
,1
lihat balas orang kasih tanggap,2
jelekk,1
kode,1
bagus banget hilang beban galau gue wajah gembira urai air mata,0
kode promosi ruby ya kak,0
maaf fitur gratis sepenuh bantu sengaja tekan curhatan muncul respon kosong respon muncul suka riliv wajah cemas,2
mdhn bagus kalo bagus ku bintang nya,0
pecah,1
,1
teman curhat dpat asih solusi aman lemez kayak teman,1
nice,2
apk nya bagus mohon kasih batas minggu batas kasih suport level kasih suport tolong update nya terima kasih apk nya bagus,1
login chek email notifikasi masuk riliv nya mohon bantu admin,0
nice app respon positiv dukung motivasi this app is really works,2
aplikasi bantu orang jamin sesal download aplikasi wajah senyum mata bahagia,0
moga manfaat bantu temu,2
jelek riliever bayar rubi alias ribu ngasuh sih aplikasi asih solusi cuman doang cuman doang tuh spikolog gue kali psikolog tahi deh lu,0
kak ketik ruby info bayar mohon bantu kak wajah senyum mata bahagia,1
kirim tulis curhatan kirim tulis curhatan ruby,0
harap banget aplikasi wajah gembira mata bahagia,2
butuh aplikasi curhat ruby,0
terima kasihh riliv curhatan ku via line bantu,1
beli rubby ya kalo curhat v,2
barusan chatt line cepat balesnya semalem akurat very revommended deh,0
sat daftar aplikasi,1
balas post nya,1
kalo curhat line riliv balas ya,1
coba curhat hasil,2
bagus banget,2
tanda plus nya klik tolong bikin kecewa,0
suka,2
buka kali reg gagal,0
thanks for everythings wajah senyum mata bahagia wajah senyum mata bahagia wajah senyum mata bahagia,2
responx jawabanx krg solusi moga dpnx,2
app banget pas banget pengin dikeluarin tinggal buka reliever available relievernya available but for the rest of already sok much cool and useful,2
deh blz coba wajah senyum tanduk wajah bingung,0
keren wajah senyum lebar mata hati wajah senyum lebar mata hati,2
beli ruby transfer balas ruby,0
appnya suka banget,2
maaf min coba daftar kali balas email susah login,0
sabar tunggu download,2
kak susah daftar email suruh klik tombol aktif tombol klik,0
thanks admin balas curhatan wajah senyum lebar mata tutup wajah senyum lebar mata tutup wajah senyum lebar mata tutup,2
suka,2
responnya cepat bantuin clear suka banget wajah senyum lebar mata hati wajah senyum lebar mata hati,2
sabar donlowad,2
terimakasih puas ya mending read doang,2
login register,0
tunggu jam no respone,1
ribet email sih kagak,0
daftar email login,0
terima kasih bantu selesai,2
keren,1
love deh,1
susah unduh,0
likee,1
keren,1
kerrenn deehh,1
download kali henti pasang apl busuk deh,0
balesan bohong sesal we,1
saran releiver bantu mskipun kadang telat respon hhe,2
galau riliv solusi,1
mabtap,1
membntu terima kasih,2
balas chat gue maless,2
min titlenya mesti karakter ya tulis title maksud ya judul mesti banget hehe,2
suka,2
balas minggu,1
jelek banget login jempol jempol jempol jempol,2
tulis unduh curhat line apps,0
jam balesan tulis lengkap syarat tuh min,0
cari app kayak ya manfaat,0
suka banget,2
mantap,2
suka banget deh riliv,1
cepat responnya katakata psikolog istimewa semangat hadap jalan thanks wanita tari,2
bantu hehehe,2
dibales,0
suka adminnya asih solusi kalo pkir sih ramaah banget balas pesan cepat solusi sih admin balas pesan laamaa banget balesnya,2
respon sih,1
asih solusi jempol jempol jempol jempol oke oke,2
bagys deh,0
moga bantu,2
bagus bantu totally great recommended app aydyfau,2
great konsultasi via online praktisi psikologi klien mudah aman percaya,2
bantu,2
jelek banget mduk gmanasi nih wajah marah wajah marah,0
hmm oh iya lupa good banget riliv app bantu banget top deh salah maju bidang pskiologi indonesia pepatah tubuh sehat jiwa sehat good luck buay riliv moga tingkat sehat jiwa masyarakat indonesia,2
wow respon bagus banget nih aps curhat psikolog bayar curhat teman takut sebar curhat orang tua kena omel ngendap soslusi depresi ngeri aps bikin curhat solusi psikolog menang thanks riliv jempol wajah senyum lebar mata tutup,2
keren banget aplikasinyaa,2
suka cerita solusi cocok langsung psikolog cerita rahasia sesal deh wajib download pokok,2
jam respon ya,2
aplikasi sarana praktisi psikologi terap ilmu bantu masyarakat,2
bantu cari solusi,2
bingung curhat mah,1
relievernya fast response kali jam,0
chat respon ya,2
register login akun aktif,0
nice apps,1
coba,2
terima kasih asih saran n semangat moga app nya kembang pesat amin,2
sip mantap kali curhatnya,1
bantu ajar gabung ya relivier,2
bantu terima kasih,2
baguus banget maksi,2
register pas log gagal,0
riliv bantu pecah tulis buku diary balas solusi pecah,2
bantu terimakasih riliv,2
yuk ah curhatt,2
bahasa inggris ya,2
tampung isi hati,2
ok,2
masuk ya pas log masuk,0
bantu,2
good,2
buka,2
min kali send curhatan ku ruang kosong kali coba,0
gan buka riliv barusan buka suruh update buka suruh login lupa email login nih gan diriliv,0
solusi curhat,2
ya balas curhatan nya,2
buka email salah,0
suka,2
terima kasih saran nya,2
coba respon,2
riliv bantu ringan beban,1
beban wajah senyum mata bahagia wajah senyum mata bahagia wajah senyum mata bahagia,0
terima kasih saran respon cepat,2
dibales,0
curhat diblss sih,1
nice,2
moga bermamfaat amin,2
balesnya cepat tanggap,2
suka banget aplikasi riliv bantu asih solusi,2
masuk nya pasuk email nya ggal,0
,1
tuju aplikasi bagus banget tolong orang solusi nya curhat nya riiv milik psikolog aplikasi nya curhat keburu bosan tunggu balesan psikolog nya masuk moga psikolog nya balas curhatannya,0
zip,1
balas ya,2
teman jago jaga rahasia moga maksimal balas semangat ya admin dkk,2
jam dorespon hapus,0
coba sulu bagus kayak nya curhat,2
like,1
riliv asik ajak curhat solusi pokok teman senang terima kasih ya riliv wajah senyum mata bahagia,2
terima kasih bantu,2
moga beban hati ringan,2
bagus,2
bagus vanget,2
suka banget,2
thanks ya riliv,2
terima kasih banget riliv hati app bagus problem,2
masuk,0
thanks riliv bantu,2
respon nya ya tolong kasih fast respon,2
good,2
ksi deh coba kalo bagus gue tmbahin bintang kali,0
thx riliv,0
terimakasih riliv bantu aplikasi anak muda indonesia sukses,2
ok,2
respond nya cepat kasih bintang,1
download banget,1
sayang ya pindah simpan external,2
respon nya ya balas wajah menang,2
dibales nya cepat minggu tim riliv rohani manusia coba ustadz kyai ulama dll masuk sukses tim riliv tepuk tangan,2
terima kasih riliv bijak sikap thanks admin,2
curhat langsung psikolog sip deh download sesal,1
sign,1
bagus banget bis curhat kalao,2
superb,1
thanks bantu,2
susah downloadnya,0
gmnasih masuk,0
bantu keren,2
ya kawan hidup enggan cerita orang tumpah direspon dipendem,2
update error jaring error,0
bagus,2
terima kasih riliv,2
coba entar bagus kasih bintang,2
kasih bintang langit riliv biglove deh app wajah senyum lebar mata hati,0
download gih problem putus cinta curhat bantu banget sesal kalo download,2
susah downloadnya respond cepat kasih bintang,1
login cek jaring lancar login riliv connection error,0
tolong balas nya cepat acuh suka admin only,2
ngembantu motivasi,2
no comment,1
register n connection error,0
buka bbm twiter google play store buka aplikasi eror sih salah hp,0
adminnya banget,2
aplikasi bagus bantu selesai terima kasih,2
susah banget masuk email,0
keren,1
aplikasi oke banget,2
hellow dowlod apliksinya koh pakai hp samsung tab,0
dowlod pengin banget curhat,2
thank you admin you give me a new life,1
bagus bantuain sakit gigi,2
temu aplikasi rekomendasi,1
batu orang,1
pakai b inggris ya,1
tau aplikasi google hackfair aplikasi tuju saran aplikasi daftar sign up konfirmasi sandi etik kali sandi coba login sign up alas salah ketik password sign up komentar aplikasi unjung google hackfair sifat aplikasi sifat anonim,0
bantu,2
ganti pakai avatar,1
bagus cerita psikolog calon psikolog,1
bantu,2
dibales sih psikolog jam ya oke no prob bintang hohoo,0
awesome,1
bantuin selesai ku ya wajah senyum lebar keringat wajah menang,2
ya payah curhat admin balas coba curhat sih anu capek deh bantu riwet bintang nya,2
registrasi,1
banget admin nya terima kasih ya,2
adminnya banget jalan hidup,2
admin pikir kali alih positif terimakasih min bantu temu jalan,2
top,2
bantu,2
mmbntu,1
min kasih masuk tolong balas pesan nya aga cepat good aplikasi,2
moga game kayak download janji,1
ya susah koneksi nya sinyal bagus kalo balas tolong min,1
bagus kasih,2
balas bilang kalo bintang kalo muas kasih bintang,0
bagus,2
bagus solusi,2
koneksi eror,1
