userName,score,date,ulasan
4IA12_FAHMI HIDAYAT,4,2023-08-18 01:27:41,"Aplikasinya Bagus, Fiturnya Lengkap, dan designya membuat user lebih nyaman, tapi pas saya coba fitur meditasi Mindfullness, ketika hp saya mati, suaranya tiba tiba berhenti dan ada pemberitahuan masalah tentang Koneksi, padahal koneksi saya bagus"
Dipsy J,1,2023-08-13 05:13:27,"Terakhir pakai riliv sebelum tahun 2020. Psikolognya ga bisa milih, dan kebetulan psikolognya waktu itu saya merasa dia kurang empati dan money oriented. Bener2 ga worth buat dibeli paketnya. Better coba halodoc atau wysa"
Intan Permata Sari,5,2023-08-13 00:57:58,"Sangat membantu. Tapi tolong ditambahkan juga pembayaran melalui e-wallet. Supaya memudahkan kami untuk berlangganan konten meditasi dan lainnya. Terima kasih, riliv!"
Nurul Aini Supriyadi,5,2023-08-12 12:35:12,"Bagus banget banget bangett, semua orang yang pengen membentuk kebiasaan baru terutama dalam mendisiplinkan diri dan menjaga kesehatan mental butuh iniii agar lebih terarah. Makasih ya tim yang buat app ini dgn segala fitur nya yg keren dan fungsional❤️❤️"
Siti Aisah,5,2023-08-11 11:00:58,Aku baru coba semoga jadi my secret book
Santi “Shinta” Mira gustami,5,2023-08-11 00:53:30,Sangat membantu dalam hidupku🥰 sangat bagus
desty Rismayanti,5,2023-08-10 00:37:05,"Fiturnya banyak, aplikasi mudah di pahami, tampilan menarik, banyak firtur yang sangat membantu dan banyak fitur yg bisa di eksplore setiap hari nya. Membantu saya mengatasi kecemasan pada diri saya"
Helmi Aditya,5,2023-08-06 09:49:34,Ok
Kevin Everdeen,4,2023-08-05 10:40:46,Lumayan bermanfaat aplikasi kesehatan mentalnya. Aku kasih bintang empat ya.
Veronica Naning,5,2023-07-31 04:52:04,Menarik
Khozin Ahyar,4,2023-07-30 11:37:58,"Masih belum bisa memberikan bintang 5, karena masih belum menggunakan semua fitur dan layanan"
Sofia Maharani,5,2023-07-30 08:12:04,Terimakasih riliv 😁😁😁🌷
Piew Rosita22,5,2023-07-25 00:19:02,Sangat membantu untuk mencurahkan isi hati
Muhammad Fadhlan Firdaus,4,2023-07-24 15:59:35,"So far so good. Tapi berharap konten untuk yang engga berlangganan juga bisa di akses, gapapa menggunakan iklan juga"
Agra Locita,5,2023-07-23 00:10:39,Fitur meditasi riliv sangat membantu saya untuk lebih fokus. Riliv sangat membantu aktifitas saya :)
Sri Dex,5,2023-07-19 10:35:16,Sangat membantu sekali
Ahmad dol,5,2023-07-16 23:18:12,Nice good
Dzaa,4,2023-07-16 09:20:28,Aplikasinya bagus tpi ini cara hapus akun permanen gimana ya?
Marta Olivia,1,2023-07-12 16:05:34,Jelek banget aplikasi nya lama banget Bales nya buang buang duit bukan lega malahan bikin setres aja duit aku juga gak kembali yesel banget donlod apk ini
Quantum Physics,5,2023-07-08 04:29:48,"Sangat membantu apalagi fitur jurnal dan mood tracker. Saya jadi tau seberapa kacaunya mood saya lewat grafik mood, apalagi saya yang didiagnosis BPD sama psikiater"
Januarista regina Kause,5,2023-07-07 03:41:32,Bagus
"Harahap, Parida Amalia",5,2023-07-05 15:58:17,Sangat membantu
Syahfitri Sitompul,5,2023-07-05 02:53:59,Mantap
fritz douglas,1,2023-07-04 23:13:11,"ya kasih free konsul dulu lah, kalo memang nyaman orang pasti beli paket nya"
Laila Mayasari,5,2023-07-04 14:20:20,Aplikasi yang bagus baik dan menyenangkan
Ajeng Maula,5,2023-07-02 23:33:14,Alhamdulillah sekarang aplikasi riliv sudah bisa dipakai dengan baik.
Pangeran Biru,1,2023-07-02 21:56:26,GUE KASIH RATING BURUK AJA KARENA PELAYANAN SANGAT TIDAK BISA MEMUASKAN HATI KONSUMEN MASAK JASA KONSULTASI PSIKOLOG BAYAR SEMUA MIKIR DONG ADMINNYA GAK SEMUA ORANG SAKIT PUNYA UANG CAMKAN
Mba EL,5,2023-06-29 12:19:02,So far so good
Dian Leranti Anesa,1,2023-06-27 15:49:31,Udah bayar sesi konseling sesi cuma 40 menit tp blm direspon2 lama bgt. Keburu habis waktunya. Kesel bgt malah makin stres sama ini aplikasi.
Pubg Mobile,5,2023-06-25 16:18:48,Cocok untuk anak Depresi parah
Nay,5,2023-06-24 05:34:15,bagus
Fadli Umawi,5,2023-06-20 09:33:38,Mantap
Nosferu,5,2023-06-19 05:59:18,Keren menu lengkap
Farid Achmad Fikri,5,2023-06-18 16:46:56,Menjadi lebih siap menjalani hari yang indah
Amirullah Eka saputra,5,2023-06-17 10:48:14,good
Alan Saputra,5,2023-06-15 03:39:04,Thank you
Widiya Agustine,5,2023-06-13 10:05:11,Good
Mhmmd Davar Nasing,5,2023-06-13 07:01:05,The best
Rifkinda Zakiarahman,5,2023-06-08 14:31:41,Aplikasi yang sangat bagus untuk journaling emosi dan permasalahan psikososial
Cahyadi Terison Purnomo,5,2023-06-07 09:54:52,mulai rutin buat nulis jurnal dsni
Myrna Retnani,5,2023-06-06 01:57:00,Bagus
Radithya Nararya,5,2023-06-05 07:06:25,"Jujur aja saya merasa lega sekali setiap saya buat jurnal di aplikasi ini, apalagi ketika saya mau meditasi. Terimakasih tim Riliv!"
Putri Rahmawani,5,2023-06-04 16:11:10,Cukup membantu dalam mengatasi depresi yg saya derita
Bianca Nabila,5,2023-05-31 03:58:15,Suka bngt sama backsound ny klo mau tidur pasti dengerin
Veren Sony,3,2023-05-31 02:45:33,Coba untuk saat ini saya kasih bintang 3 dlu ya.
Syifa Nur Aini,5,2023-05-30 16:37:50,"Keren bangettt, mindfullness🤍🥺"
astrounoute,5,2023-05-28 15:56:31,"TERIMA KASIH BANGET UDAH CIPTAIN APLIKASI INI, SEMOGA TUHAN PERMUDAH JALAN HIDUP DEVELOPER NYA BESERTA JAJARAN NYA, AAMIIN"
Purwa Ningsih,5,2023-05-27 07:21:12,Semoga ini bisa membantu ku untuk lebih baik lagi
Nurul Shintya,5,2023-05-27 00:40:42,"Terimakasih, kalian penyelamat :)"
Nasruddin DL,5,2023-05-26 22:20:09,Sangat bermanfaat
Clarita rasa,5,2023-05-25 02:35:48,Sangat membantu
Jiejiefans Cecinaan,1,2023-05-21 06:55:33,Bintang 1 dulu karena baru pertama pakai semoga membantu saya
Nur Hasanah,5,2023-05-19 00:08:21,Aplikasi ini bagus banget. Sering lihat di youtube orang2 dari negara lain menerapkan pembiasaan menulis diary. Dan sekarang saya mengerti manfaatnya untuk diri saya. Makasih banget buat yang bikin apk ini. Pertahankan dan semoga tambah maju.
Adryeel Naomi Otsuka,5,2023-05-16 12:59:29,Pdhl terakhir pake ini pas 2021 tapi skrng harus pake lagi karna cape bgt :)
Cicik Mei,5,2023-05-14 10:10:32,Aplikasi bagus. Membantu mengobati mental
Diya Zi Fadlin Rahman,5,2023-05-13 14:38:53,Riliv dari dulu memang yang terbaik
Mentari Chayra debora,4,2023-05-09 13:03:06,Baguss sukaa
Novi Abi,5,2023-05-08 14:10:15,"Terimakasih riliv, sudah memudahkan dalam proses konseling"
indra syarif,4,2023-05-08 11:48:29,Mantap
Nesya Juliani Juliani,5,2023-05-02 10:41:28,Aplikasi nya bagus
Abdul Muid,5,2023-05-02 01:33:26,Ini luar biasa rasa kecemasan ku jadi hilang krn apk ini. Trimakasih Riliv
Della Anggraeni,5,2023-04-10 23:25:43,Membantu menenangkan
Suryo Bagaskara,5,2023-04-07 13:04:45,Bagusss
Yenni Susanti,5,2023-04-07 04:06:25,"Aplikasinya sangat membantu, mempermudah pengguna, dan jelas. Saya pengguna lama yang banyak melihat perubahan/update an pada aplikasi ini yang menjadi lebih baik dari sebelumny. Aplikasi ini selalu mendengar feedback dari pengguna. Jadi banyak perubahan yang sangat membantu pengguna aplikasi riliv. Ada banyak pemilihan/filtur yang dulu tidak ada sekarang pelan"" ada. Terima kasih sudah buat aplikasi sebagus ini, semoga selalu dipertahankan sisi baik dari aplikasi ini."
Tengku Albie,5,2023-04-05 20:50:10,Aku sngt²at butuh teman curhat mau curhat ke keluarga percuma g bakal pada percaya aku punya masalah besar
Siska,5,2023-04-04 13:32:00,Sangat membantu
rima stya purnamasari,5,2023-04-02 21:10:13,Membantu memelihara kesehatan mental
Mvzk,5,2023-04-02 08:25:29,Makasih banget buat yang ciptain aplikasi ini. Aku suka banget. Aku juga bisa dengerin yang meditasi tidur aku lebih nyenyak.
Agnia Gia,5,2023-04-01 22:03:31,💙
diana sri widuri,5,2023-03-22 07:18:15,Terimakasih riliv 🥰
Daud Burhanuddin,5,2023-03-21 23:15:36,Saya suka💞💞💞💖
Miftahul Rizki Afiah,5,2023-03-19 12:38:29,Bagus
Himika Anggel via,5,2023-03-18 14:28:30,Bagus🙂👍
Rynshi Pugi Aprilla,5,2023-03-13 00:20:45,Bagus
Peserta _Laylul Mardiah,5,2023-03-11 05:22:47,Sangat membantu sekali apkikasi ini
Sabrina nur.a,5,2023-03-10 23:36:53,"Jika aku memberikan bintang 5 berarti apk ini bagus,untuk kalian yang ingin meditasi,mengetahui kondisi psikologis kalian dan lain sebagainya. Fiturnya bagus dilengkapi juga dengan musik meditasi dan cerita👌🏻"
Nur Hidayat,5,2023-03-08 03:35:18,Luar biasa
Bunga Bunga,4,2023-03-05 09:54:40,Baru saja menggunakan apk ini kuharap saya tidak kecewa karna sdh mendownloadnya
ROHIMAT,5,2023-03-01 21:24:26,Baru kali ini aku mau ngetik.. pada awalnya ragu. Tapi ternyata saya semakin diarahkan untuk tidak takut untuk mencurahkan apa yang ada didalam diri
Dinda Azyila,4,2023-03-01 13:57:07,Bagus si tpi ya cuman kan kita mau konseling tp harus mke voucher atau bayar ya ktnga si gratis ya atau aku nya yang gk tau ya tolong dong kasih saran soal nya baru pertma kli 🙏
22 Maylinda,5,2023-02-19 14:02:35,Recommended buat yang gampang cemas n overthinking. Materinya menenangkan banget
Indry Masu,5,2023-02-18 18:42:47,Sangat luar biasa membantu Bermanfaat banyak
Fau Ziah,5,2023-02-17 23:27:33,Terimakasih sudah membantu
Rudi Mosclot,5,2023-02-16 04:11:35,Nice 😊
Ninuaz,5,2023-02-13 05:32:41,Sangat membantu
Logor Sell,5,2023-02-12 05:44:30,Bagus banget
Denisa Putri Rahayu,5,2023-02-11 08:45:38,semoga membantu
Iti Taniti,4,2023-02-05 00:09:25,🖤🖤🖤🖤
Dyah Wulandari,5,2023-01-31 16:05:04,Bagus
Puncak Asri,5,2023-01-28 12:49:53,Aplikasi yang menyehatkan jiwa
Ikram Bisnis Milenial,5,2023-01-28 08:47:54,"Membantu saya saat depresi, hingga mulai pulih dan bangkit. Memang tidak ada yg instant, dengan ketekunan hasilnya mulai nampak. Terima kasih Riliv."
Gilbert Onggang,5,2023-01-25 15:51:36,"Thanks riliv, my first online counseling with this app, very helpful"
Fadila Sudirman,5,2023-01-19 21:58:41,Bagus bnget untuk memperbaiki mental kalian
Muhammad Bao Gunawan,5,2023-01-19 18:37:49,APLIKASI NYA KERENNN
fahrezi,5,2023-01-19 00:17:04,Dapat membantu
NETIJEN MELEK,5,2023-01-17 16:28:54,Keren
Nur Hidayat,4,2023-01-17 06:20:49,Luar biasa
Vidi lestari,5,2023-01-16 05:49:00,Pingin berlangganan sayang bgt cuma bisa pakai kartu credit 🥺🥺🥺
Iqbal putra pratama Pratama,5,2023-01-14 11:42:10,Aplikasinya bagus
Hiara,4,2023-01-13 11:57:27,"Aplikasi nya lumayan membantu , cuma ada beberapa kekurangan nya tapi ya gak terlalu berpengaruh sih, mungkin sedikit saran agar gak terlalu bosen sama aplikasi nya bisa di tambahin permainan yg mendukung mental mungkin,AGH!!...udah lah ,pokoknya sukses trus ya😄👍"
Yuli Aty,4,2023-01-12 12:56:19,Menarik
"Romadhoni Firmansyah, S. T.",4,2023-01-10 23:17:59,Baik
Wulandari Amor Ganelsa (Wulandari A.G),5,2023-01-08 07:28:30,Hari pertama tenang
Syfa Marwah,5,2023-01-07 13:47:42,Sangat recommended
Dieny Ferbianty,5,2023-01-07 10:49:29,Komunikatif
EDI SASIRI,5,2023-01-07 03:11:54,Cukup bagus untuk mengutarakan semua permaslahn
Selvia Yuditya Sari,5,2023-01-04 07:56:40,Cocok banget untuk kalian yang tidak disiplin untuk merawat kesehatan mental.
Distraksi Hipotimia,1,2023-01-03 22:21:30,"The real aplikasi kesehatan mental ya, baru juga mau buat akun udah bikin kena mental lol. Aplikasi paling aneh yang pernah ku instal, mau buat akun susah giliran sudah bisa malah ga bisa login. Tolong dibetulkan servernya, mau login aja selalu gagal."
Denis Sofyan,4,2022-12-28 08:39:46,Aplikasi ini cukup membantu mental saya
Amilatun nasikhah,5,2022-12-27 16:10:03,Terimakasih Riliv Jujur sangat membantu saya sekali i love it
2PA07_Isantiza Jonaulia Alimah,5,2022-12-27 13:38:59,Aplikasi yang baik dan ngebantu banget pas lagi susah... top markotop deh 👍
User Trio,4,2022-12-27 07:58:52,Bagus
Bagas Satriawan,5,2022-12-24 13:57:26,Ok
Natha Alika,5,2022-12-23 15:56:46,BAGUS BANGET BODO AMAT HAFUS COBA SIHHH ini yang bikin aku jadi terbiasa buat meditasi hshshs
Evin Yulia,5,2022-12-21 16:35:46,Leren sih aplikasi ini. Terima kasih ya...
Aii,4,2022-12-19 13:43:38,Banyak yg harus premium dulu :(
Nadia Putri,5,2022-12-17 04:41:57,Bener bener membantu 🥹
Yuni Wulandari,5,2022-12-14 11:13:13,sukaaa bangett💐💐💐
Wanti fahrianti2,5,2022-12-03 14:12:54,Aplikasi yang sangat ngebantu banget buat pekerja kaya aku yg susah buat cari waktu luang pergi ke psikolog. Karna disini tuh kita bisa konseling dgn psikolog profesional tp waktunya fleksibel :)
Zakiyung,4,2022-11-30 03:15:15,Bayar ta app nya??
Syna Ro,5,2022-11-20 11:55:11,Aku baru nyoba dan udh seneng sama journal nya
Nona Ambon,5,2022-11-20 00:33:35,Thx udah jadi tempat untuk menumoah segala rasa yg slama ini tertahan
Ardhan,5,2022-11-19 12:26:57,Sangat membantu.
Andi Mulyadi,3,2022-11-15 00:12:19,Tolong sertakan fitur LANDSCAPE dong soalnya susah dipake di tablet. Ditunggu ya update nya.
Diah Ayu Novitasari,5,2022-11-12 15:41:41,"Aplikasi nya bagus dan sangat membantu aku yang mood swing. Kemarin sempat ada kendala, lalu mention akun riliv di twt, langsung ditanggapi dan akhirnya lancar jaya kembali Saran : Konten lelap nya tolong diperbanyak"
Raihan Cahtra Rizqy Prian Pratama,5,2022-11-11 13:40:50,Rekomendasi App!
Achmad Fachmi,5,2022-11-10 15:35:53,diary terbaik
Roshadi Doank,5,2022-11-08 03:29:05,Good
Teddy Sutedi,5,2022-11-07 22:11:46,Ok
Aini Asma Hafidah,5,2022-11-07 13:34:21,Kerenn
Apiek Pramesti,1,2022-11-06 18:40:38,"Berawal mau resechedule jadwal psikolog ga bisa.. Saya uninstall, lalu pas saya download lg tidak bisa masuk karna email salah.. Setelah saya klik lupa password dan pin d kirimkan, tetap tertulis ""pin salah"" Ini aplikasi maunya apa? Pdhl berlangganannya masih smpe tahun depan.. Dan sudah trlanjur bayar psikolog 150 rb blm terpakai.. Payah"
D. c Future,1,2022-11-02 20:29:44,"Tidak membantu meringankan beban, katanya gratis ujungnya tetap bayar🥲"
Red. Artsy,4,2022-10-31 07:48:43,Loadingnya lama ketika ke menu yg berbeda. Contohnya ketika buka menu journey atau konseling itu loadingnya lama. Sisanya membantu sekali terimakasih.
Rizky Noer Maulidia,5,2022-10-31 02:49:30,Ok
sayur kol,5,2022-10-27 10:51:44,"Jangan lupa pake refral aku ya (PRls6z) biar bisa dapat fitur gratis selama 1 Minggu , semangat sembuh pejuang mental"
Family Steel,5,2022-10-27 06:39:42,Sangat membantu
Janasde Sitompul,5,2022-10-25 02:13:57,Good
ASRI,3,2022-10-23 09:12:34,Hallo aku udah donlot melwngkapi data dan juga udah bayar tp blm ada feed back kapn mulai konsultasinya
trywulan dari,5,2022-10-22 14:34:45,"Tempat curhat bagus ,memahami kondisi kita"
VallReey,1,2022-10-20 00:37:20,"Mohon maaf sebelumnya, tapi untuk pengalaman pribadi saya.... Aplikasi ini memiliki server/jaringan yang sulit padahal kecepatan jaringan saya normal dan membuka aplikasi lain bisa berjalan dengan lancar menggunakan jaringan yang sama"
Nailla Rahmah,1,2022-10-20 00:26:12,Apk nya lambat banget
Salma Nisa,1,2022-10-20 00:21:31,"Aplikasi apa sih ini, udh di download tapi gabisa daftar padahal udah succes tp gabisa masuk. Keburu depresi ini mah, tolong segera diperbaiki aplikasinya makasih"
Fatimach Azzahra,5,2022-10-19 23:06:58,"Aplikasi meditasi dan konseling terbaik, sudah 1 tahun pakai aplikasi ini. Recommended"
jamal iskandar,5,2022-10-19 12:53:24,Recomended banget bagi kalian yang memiliki permasalahan psikis dan kesulitan dalam menjalani hidup. Riliv sangat cocok untukmu karena ada solusi dan jalan keluar bagi kamu yang enggak PD dengan kekurangan diri sendiri...
Toen Gummy,5,2022-10-17 14:44:24,"Sangat,,,sangat membantu"
Ara Natasya,5,2022-10-17 12:09:22,Suka banget sama riliv 😍 jadi bisa meditasi sendiri di rumah
Aku Saja,4,2022-10-16 12:51:11,"Trimaksih riliv, akhirnya saya bertemu psikolog yg cocok untuk saya"
Farah Irena Putri Maharani,5,2022-10-16 01:49:25,Merasa memahami diri lebih baik
Lulu Lailatussa'adah,5,2022-10-13 00:39:41,Bagus
Selma maysaroh,5,2022-10-11 23:20:06,Aku sangat terbantu
Bunga Andini Fitria,3,2022-10-11 13:00:35,Saya belum terlalu tau cara menggunakan nya
Monalisa,4,2022-10-11 05:11:35,Aplikasi bagus
Sitinurfaridaaa “Fariddd a”,5,2022-10-10 06:15:25,Teman mental health terbaik.
Rizki Putri Dzulqaidah Lubis,5,2022-10-10 05:55:47,Keren sih ini
Tum Um,5,2022-10-08 10:14:17,n 🕪b k🐖🐖🐖🐖🐖🐷🐖🐖🐖🐖ada yang 🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐷🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐷🐖🐖🐄🐖🐖🐄🐖🐎🐎🐖🐖🐖🐎🐎🐩🐅🐴🐅🍼
Aditya Pratama,5,2022-10-03 09:29:47,Really good
Hilma Fajriani,5,2022-10-02 13:20:31,Pertama kali konselin bagusss dong harganya ramah kantoongg dan ngebantu banget solusinyaa
Toib,3,2022-09-19 14:40:32,"Cuma bisa buat diary, bukan curhat sama org"
Andrea Elsi,5,2022-09-19 10:19:17,Bagus
Keisha Satoru,5,2022-09-15 12:53:51,Sangat bagus
Annisa Syahrul,3,2022-09-12 23:54:59,Apk nya bagus Tapi aku kasih bintang 3 karena sering ngelag
Rahman Yanuar,5,2022-09-12 06:20:40,Utk konsul kita dpt sesuai dgn harga yg kita dibayar jd ya..
Rabiyatul Jannah,5,2022-09-11 08:57:25,"Thanks, at least lewat mediasi perasaan yang penuh dengan beban sedikit berkurang. Semoga meditasi yang dilakukan rutin setiap membuat diri saya menjadi lebih baik"
Alfonsius Ge'e,3,2022-09-11 02:30:20,Ok
Ana Susanti,5,2022-09-08 14:36:17,Sangat membatu menurutku... pelan pelan ada perubahan 🤗
venty anita,5,2022-09-06 09:49:04,Semoga bisa membantu banyam orang yang sedang butuh bantuan
Nadya Indah Wulandari,3,2022-09-06 02:31:26,Fitur2nya bagus cuma sering eror aplikasinya
rezha woody,1,2022-09-05 18:08:33,Lagi burnout proses gagal504 terus padahal paket masih panjang. ❌
NEVI IRNAWAN,1,2022-09-05 16:53:11,"Aplikasinya bagus tapi load-nya lamaaaaaaaaa bgt padahal jaringan oke, terus tiba2 ""proses gagal504"" berarti servernya ngga bisa menerima respons tepat waktu. Tolong lebih ditingkatkan lagi."
Laura Maliqa,5,2022-09-03 09:39:27,"sangat amat membantu, untuk akuu yang terkadang suka tiba tiba cemas, sedih, senang, dan panik tiba tiba, dan bisa menemukan jawabannya disinii hehe"
Erik,4,2022-09-01 10:36:22,membantu untuk merilekskan pikiran
Qonita F.,2,2022-08-31 16:47:06,"Bufferingnya parah sekali selalu ada tulisan ""proses gagal"" padahal jaringan lancar..mohon segera diperbaiki:("
Fatahillah _ Channel,5,2022-08-30 06:02:54,"Bagus, dan sangat welcome Para ahli Psikolog nya 🙂"
Forth Eternity,5,2022-08-28 16:42:53,"Terimakasih riliv telah membuat hati saya selalu tenang, kadang punya banyak masalah hidup berat membuatku merasa tersakiti cuma apk ini yang aku suka dan bisa mengobati stres dan depresi beratku semoga kedepannya semakin baik thanks"
Amanda Hani,1,2022-08-21 02:46:50,"Halo Riliv! Aplikasi kalian sebenarnya bagus. Really appreciated! Tapi, sangat disayangkan kenapa aplikasinya selalu ngelag dan terus-terusan ""Proses Gagal 422"". Padahal udah aku un instal, instal lagi, ganti jaringan yang lebih baik, tetap aja begitu.. Tolonglahh diperbaiki, sangat disayangkan sekali dengan kendala yang terus menerus loading, sangat bikin gak nyaman"
nurcahyo,2,2022-08-20 19:28:21,"Setelah download selesai & waktu pertama kali daftar dengan Google atau email muncul pesan ""proses login gagal504"".."
Ellischa Chan,5,2022-08-18 06:53:48,Ini gbisa untuk anak 14-16?? Pembayaran jg cmn bisa itu doang? Plis dong njayy sy mau tpi gbisaa blm 17+👁👄👁 ortu sy mn ngizinin sy ke psikolog dikiranys sy alay
Farah Nur Fadhillah,5,2022-08-18 03:36:13,Lebih bisa bersamangat makasih riliv💞
Widiastuty parawansyah,1,2022-08-16 09:13:05,Ga ber efek
Deanas Mochi,5,2022-08-16 05:55:51,Semoga membantu keadaan mentalku yang lagi berantakan.
obet grinder,2,2022-08-15 14:19:19,Indonesia tidak tersedia
Nabela Safira,5,2022-08-15 03:53:32,"Sejauh ini sering pake fitur journalnya, bener2 ngebantu banget untuk menambah rasa bersyukur setiap harinya, good job riliv🥰"
Zulfikar Part iii,5,2022-08-12 21:18:55,Terima Kasih Riliv... Sangat membantu saya dalam Pengendalian diri
aldi indratama,5,2022-08-11 11:36:42,"Platform yang sangat bagus, cocok sekali untuk orang-orang yang memiliki masalah kesehatan mental👍"
